id,insult
1,0.6239814330954695
2,0.99901884470270541
3,0.59041888835192602
4,0.0017271604118800495
5,0.96596427399913953
6,0.00038280917793424813
7,0.99996528591726308
8,0.64073106163761417
9,0.95281727529405125
10,0.47197652697835235
11,0.57919704302200503
12,0.99993117598434433
13,0.25353347730880843
14,0.11584803674121348
15,0.38440517771055377
16,0.98651846800532716
17,0.96967289617675034
18,0.99702471896383293
19,0.99304539434270667
20,0.1301804857048644
21,0.83002511873752949
22,0.75808541985673272
23,0.96413314245978099
24,0.0002724949283949001
25,0.60212635559185901
26,0.99968842477469722
27,0.81133350082959987
28,0.58090819650454351
29,0.31099058275656277
30,0.5506235907118735
31,0.67883606996759527
32,0.99934835175879466
33,0.68180962698878778
34,0.36236250529944147
35,0.9999998971790145
36,4.6446325855695813e-07
37,0.99162971113725329
38,0.99892909224638182
39,0.34106775686094604
40,0.99521695514972952
41,0.99910696712657721
42,1.4585122951592606e-19
43,0.38284925922972457
44,0.84713361199703363
45,0.43745805912732855
46,0.11305416379133797
47,0.004610282272263515
48,0.90184709059345181
49,0.56998129444384549
50,4.7962208499804512e-08
51,0.84951314043267911
52,0.47211809458427761
53,0.13813723871690414
54,0.97892109450524523
55,1.6627890168219442e-06
56,0.9829268635436732
57,0.99973184561993356
58,0.92187683472076531
59,0.22729014716590956
60,0.94852186941983019
61,0.95648546158509207
62,0.0049477958675034472
63,0.80493014097378435
64,0.94510385093630778
65,0.99417295174801301
66,0.95457829563902219
67,0.52724398263057248
68,0.74047758798827923
69,0.95641165508737547
70,0.99999999999914735
71,0.68679734664865377
72,4.7872114374106254e-05
73,0.0001308669652547457
74,0.99998148005454335
75,0.99999933931009877
76,0.92321927199778675
77,0.92618129813664873
78,0.99801026464832732
79,0.99080688218986168
80,0.6241078095820598
81,0.99995394902247658
82,7.3569836469433821e-07
83,0.43560792401477477
84,0.089647105850451866
85,0.065982563493857796
86,0.14464618512156946
87,0.7033661846854391
88,0.38157580173221783
89,0.38820057090370802
90,0.80207166601685587
91,0.8326973899846537
92,0.81162924415151394
93,0.88882384236997791
94,0.79273763423276944
95,0.99091745749393945
96,0.0001529743876200372
97,0.99899081440296622
98,0.99548813118457502
99,0.00060863832649377656
100,0.74732414919465739
101,0.0031301442419421942
102,0.9996043642893383
103,0.0029374874214119161
104,0.31470693123337684
105,0.56081955775973036
106,0.99942060555679024
107,0.99882083406466304
108,0.91754194187519955
109,0.99989255252758713
110,0.95730485120629183
111,0.51641729114888546
112,0.8676509077030734
113,0.71166817307570696
114,0.28509431878913227
115,0.98625488644346548
116,0.99780242916105266
117,0.8409047962224383
118,0.37061493283296709
119,0.99999966214367952
120,0.49616751451408114
121,0.96188721449072623
122,0.00031455620959274904
123,0.5706247273703634
124,0.44653616487033032
125,0.16795071114450957
126,0.18996432220979162
127,0.95998735157359483
128,0.88335755499961843
129,0.4809760829744934
130,0.46033786378317315
131,0.035064271487977743
132,0.31865542967635618
133,0.94693797047930439
134,0.97437548817794339
135,0.096111282014074373
136,0.83663380430119949
137,0.87162282139418323
138,0.99938085895569206
139,0.18715807757063563
140,0.64158423473342441
141,0.63613714214628414
142,0.99998350795888502
143,0.34379935703526437
144,0.7663036221304631
145,0.96719887250961434
146,0.047583945994554303
147,0.4586093300832696
148,0.99533305796104277
149,0.63240289098039559
150,0.99799754484049619
151,0.41094179137913839
152,0.9675412567377728
153,0.011877225261695242
154,0.99510660434462261
155,0.84573039971452713
156,3.5189134962390647e-05
157,0.99998382622172266
158,0.99411863521151
159,0.39919762264359654
160,0.9827787872130751
161,0.61761578740844958
162,0.032653506016831119
163,0.99505924256603562
164,0.81176778171526154
165,0.99999375695778292
166,0.93497922037091052
167,0.00041922870055151323
168,0.96400019568773643
169,0.99999997431655208
170,0.016976487511445763
171,0.00090334243822816655
172,0.33134631454527425
173,0.89469959266377463
174,0.99996361579881288
175,0.83664182655170494
176,0.9999616312307813
177,0.97369547189869021
178,0.84572678091135423
179,0.99817687885839368
180,0.99982648372429195
181,0.43724800505303035
182,0.55458779409774117
183,0.53575048205381681
184,0.099768638444063848
185,0.33892414014476263
186,0.96619180271311933
187,0.50170089220102809
188,0.76783332187127551
189,0.99999964738643676
190,0.91086391146725443
191,0.80540213264915717
192,0.99975681948597006
193,0.080090794072983792
194,1.4939021534335075e-15
195,0.92918517315385074
196,0.0017633205744927119
197,0.87318166920292639
198,0.00013910049019436759
199,0.99896890559963059
200,0.99998564137988
201,0.99986785339980755
202,0.98009714455027652
203,0.99706107222503415
204,0.014298246655036507
205,0.99939475524227728
206,0.46887515598730833
207,0.0016517951861065769
208,0.99905466315666458
209,0.095451261360083306
210,0.23640502173280201
211,0.13294609135365357
212,0.78738721208463369
213,0.97567822884071287
214,0.002814932887898588
215,0.99975989927062991
216,0.74883083056619193
217,0.97792942739212896
218,0.99999994011642634
219,0.5622206054383998
220,0.94876773620115606
221,0.28870225088632795
222,0.99995552627546636
223,0.9805844467020437
224,0.96942021868329142
225,0.9999959721154259
226,0.30617193748036542
227,2.5764438258676853e-08
228,0.31207898671264284
229,0.91288143785030063
230,0.10796506447621726
231,0.61126204349931401
232,0.017289065118144906
233,0.24623752843528651
234,0.19772645853949763
235,0.99709164160583852
236,0.044513450838238634
237,0.99971314887461116
238,0.8299791287419489
239,1.1539853337300856e-06
240,0.99999018180350685
241,0.030669249736923154
242,0.88334541158549096
243,0.99999921284424143
244,0.9999708831062103
245,0.98948569546647402
246,0.24296743465821805
247,0.98901809156452636
248,0.13198918804207166
249,0.98833629233573039
250,0.19499771118999024
251,0.90602440715348731
252,0.99999999148585061
253,0.66750556337702516
254,0.85788192554339637
255,0.00081820238786246987
256,0.86481481023313689
257,0.36361014717977086
258,0.30363542851136022
259,0.81169199533837011
260,0.65747294618719054
261,0.35011429787390735
262,6.9220691201279241e-05
263,0.099485166382892773
264,6.6497157213427808e-08
265,9.9582460479390948e-09
266,0.0015441896526826383
267,0.99365455828129046
268,0.99808767619477479
269,0.64761167726662872
270,0.98107954583887724
271,0.41678576653001626
272,0.15984072983530628
273,0.18011375534992882
274,0.72718928078619705
275,0.00061530762142234495
276,0.7441051234011653
277,0.00049767143583954348
278,0.65322771477479857
279,0.99988809572641213
280,0.99999314632760727
281,2.4742799953696703e-06
282,0.9736277059224252
283,0.99861578502524617
284,9.2811699903415761e-06
285,0.7502594330958765
286,0.49022931033824779
287,0.98059005238851937
288,0.30138881045832605
289,0.9236364007257708
290,0.16079836329473871
291,0.99999940824233591
292,0.99995248434600492
293,0.51883006952434396
294,0.29754784327070044
295,0.031791901293319651
296,0.99969107272627267
297,0.43571525247754367
298,0.61502954663089826
299,0.66338850040675867
300,0.90132813871681028
301,0.61252773729957677
302,0.019858042696859923
303,0.025739791561855855
304,3.1280384642549676e-05
305,0.9999999710532852
306,0.97974614353951306
307,0.99992325541856653
308,0.63197131767680836
309,0.99999287923576274
310,0.81784601943678303
311,0.010264272210681387
312,0.71231527446655518
313,0.3043967794565906
314,0.00081910710598905934
315,1.0
316,0.9601226078997307
317,0.9999815860677076
318,0.0067408967382436898
319,0.99999998410612545
320,0.99979126177432542
321,0.92880051954154441
322,0.032712402334389545
323,0.46609649982759732
324,0.8073933463198476
325,0.88686245724657031
326,0.99976124929357479
327,0.032567893432407846
328,0.99968401515766681
329,0.99999962324501712
330,0.99998538543203985
331,0.00031567369773324925
332,0.22310510036246253
333,0.57356310884223527
334,0.47488360072962993
335,0.83758687261397291
336,0.9994280169704246
337,0.99990781856880961
338,0.99753191845737033
339,0.97183305158649014
340,2.6074381433551476e-22
341,0.99939909237979896
342,0.71189215756510316
343,0.96754236623593259
344,0.91533516060948417
345,0.96389206846604181
346,0.99981316865652947
347,5.6642278076594368e-05
348,0.83509903114391293
349,0.011043943248053216
350,0.75147205392593586
351,0.18037196575247672
352,3.8922210910997723e-05
353,0.70442082132761152
354,0.27528981012187365
355,6.445687630904453e-08
356,0.99999290829688203
357,2.8882277430619431e-05
358,0.71009141352349336
359,0.47616343289369656
360,0.9130070153490808
361,0.88939605114347475
362,0.9669848886784933
363,0.6853840926065351
364,0.95363373285457143
365,0.42083666063569103
366,0.45679841998777848
367,0.99781820914750108
368,0.99815619153866797
369,0.7632048780172026
370,0.90206055211261771
371,0.94166328501720076
372,0.9999999844382047
373,0.16645872783979482
374,0.99989941334260291
375,0.00010986779376580384
376,0.79912222706682268
377,2.0670875133799693e-07
378,0.91486306026210129
379,0.67068295398001321
380,0.76313708742645192
381,0.4763633802906263
382,0.98230172409018646
383,0.91943637495138619
384,0.70394154780079066
385,0.67713016409892379
386,0.99860855725458586
387,0.73987901295667291
388,0.99999999566034603
389,0.095369370643632601
390,0.64355675846966875
391,0.88936454733468351
392,0.99749049890059316
393,0.44599768423878078
394,0.42902401327842149
395,0.70834148185877488
396,0.9999765710487275
397,2.8519440647551315e-06
398,4.7604237816853448e-09
399,0.47473950066475501
400,0.9999365690797456
401,0.00054438394860266773
402,3.0210477111211544e-16
403,0.96444426858520138
404,0.00041253784306924022
405,0.73461739410694771
406,0.99733025154578103
407,0.567862293501466
408,0.12726928239028207
409,0.0068559383736627099
410,0.97697432762500447
411,0.94920385640863514
412,0.99975565087774154
413,0.50157262933733704
414,0.33826727204842943
415,0.99757334295913902
416,0.97782973936116135
417,0.93999422271227184
418,0.98251868097921535
419,0.56923759702476673
420,0.7225124519068733
421,0.99999998743533081
422,0.088846363636946174
423,0.99235105774709687
424,0.90501671453681143
425,0.99256144136466085
426,0.97127520038728477
427,0.00062783038703794164
428,0.51174748061273878
429,1.1846257054196344e-15
430,0.9987025769284531
431,0.57095457120931181
432,0.7071831246287722
433,0.99919974773305742
434,0.81061844599493948
435,0.77943538484605135
436,0.0070367115659443185
437,0.42729338143202439
438,0.13736898722800278
439,0.99997024120096123
440,0.37217704161338355
441,0.0015540607155443899
442,0.61872662161990488
443,0.40111714867892806
444,2.4901613669807245e-05
445,0.61001630491051884
446,0.96737662693520987
447,0.95281295091006146
448,0.99522202490089462
449,0.99828690397951403
450,0.28005753354085944
451,0.040638969595642477
452,0.94819520391379031
453,1.7558080144052314e-06
454,1.5913701005241837e-12
455,0.13931787751250205
456,0.78294019179029617
457,0.00092878468760494552
458,0.13156479274128771
459,0.99993478044718254
460,0.0035483127901237959
461,0.0020503037288009123
462,0.45405467680473
463,0.15053481317425466
464,0.99710051512609332
465,0.69916659090352418
466,0.98116319579258937
467,0.99996624746242624
468,0.061496448025413195
469,0.9903134650250397
470,0.99604521069149965
471,0.99951226562317574
472,0.99984762461092014
473,0.065516967890097644
474,0.99999662220041952
475,0.99962592767077907
476,0.99124593185097531
477,0.8850604702646766
478,0.55978141856724328
479,0.6947203116475813
480,0.68404828333247925
481,0.94108453233499845
482,0.019713645969607594
483,0.21200930881299224
484,0.26312225097817621
485,0.42806583323713893
486,6.5571479324377918e-05
487,0.94929380316470391
488,0.99916979262317662
489,0.0041897404844130574
490,0.76323760728576295
491,0.87237703406740463
492,0.80596963133067623
493,0.99898489137677515
494,0.85464860513750496
495,0.99280417412469157
496,0.96715433769574999
497,0.95964070500195564
498,0.99996159691557029
499,0.20236890257247564
500,0.57660144199200447
501,0.052941870342047566
502,0.57546882839943703
503,0.92380317009756052
504,0.51764596767593185
505,0.00095492685179293863
506,0.00076891797946017403
507,0.94133296190778371
508,0.42419698086961821
509,0.85361501459835665
510,0.79334076198319436
511,0.89902481983906157
512,0.96997946024241899
513,0.93903218129375154
514,0.99605792910343927
515,0.9883996918145157
516,0.99729464811985702
517,0.17547125466033545
518,3.58308158084856e-07
519,0.35131641361570115
520,0.21038431341399561
521,0.82656408709092444
522,0.77472083270726588
523,0.0045519429020909261
524,1.0186743408413608e-24
525,0.99874751157054653
526,0.59610376289080591
527,0.0013765037336283029
528,0.076035586967866747
529,0.0017915479770143404
530,0.031348744873794257
531,0.99999947890184948
532,0.90093057049652792
533,0.86536013691443614
534,0.91241937491400604
535,0.82072292134278013
536,0.016397515548158988
537,0.9995292015169539
538,0.87162175267945841
539,0.99998666028589933
540,0.99458249832137735
541,0.67156458283174847
542,0.35803907677139901
543,8.7321104832887164e-08
544,0.99381137413552878
545,0.99999999999823785
546,0.9999999987706758
547,0.38424707165390432
548,0.9921152312618351
549,0.98499142130021766
